text,cleaned_text,source,label
"@TshirtViolation You're such a fun person to follow  So random, and alone xD",you re such a fun person to follow so random and alone xd,real-sarcastic-TP,sarcastic
@fiendfyre its okay. i think .. i don't know. i feel like crying. ,its okay i think i don t know i feel like crying,real-literal-TN,literal
"oh great, another “perfect” sunny day to pretend i love mornings smh",oh great another perfect sunny day to pretend i love mornings smh,synthetic-sarcastic,sarcastic
"oh great, soulja boy’s feeling under the weather—guess the hospital’s got a new VIP patient now lol",oh great soulja boy s feeling under the weather guess the hospital s got a new vip patient now lol,synthetic-sarcastic,sarcastic
Just took my omega-3 supplements on an empty stomach and now my stomach feels upset. Definitely need to remember to take them with meals next time.,just took my omega 3 supplements on an empty stomach and now my stomach feels upset definitely need to remember to take them with meals next time,synthetic-literal,literal
I didn't want you to leave. Starting the countdown all over again. ,i didn t want you to leave starting the countdown all over again,real-sarcastic-TP,sarcastic
"@zarias Yeah, we managed to finish everything on the list and stayed focused all day.",yeah we managed to finish everything on the list and stayed focused all day,synthetic-literal,literal
Saw a chat with Missoula Mayor John Engen recently; he adopts rescue dogs and believes having a dog is essential in Missoula.,saw a chat with missoula mayor john engen recently he adopts rescue dogs and believes having a dog is essential in missoula,synthetic-literal,literal
@SerenityWorks Oh dear! haha. All the more for you to enjoy then! ,oh dear haha all the more for you to enjoy then,real-sarcastic-TP,sarcastic
" I can't stop crying. I'm horrible to my husband and putting him off, I know, I feel like I'm driving him away  I can't help it",i can t stop crying i m horrible to my husband and putting him off i know i feel like i m driving him away i can t help it,real-literal-TN,literal
"Oh great, another Chrisette Michele ""Epiphany"" moment—just what my playlist needed.",oh great another chrisette michele epiphany moment just what my playlist needed,synthetic-sarcastic,sarcastic
"@kristinburns1 Yes!! But what are we goin 2 do when its all over.  life wont b worth living! Haha, Oh god I dread 2 fink of it! X",yes but what are we goin 2 do when its all over life wont b worth living haha oh god i dread 2 fink of it x,real-sarcastic-TP,sarcastic
outrage_designs@chorale lol tis a designers eye to pick things up lololol xx  Got that one right !!! keep looking after me ok  ,outrage_designs lol tis a designers eye to pick things up lololol xx got that one right keep looking after me ok,real-sarcastic-TP,sarcastic
Last night was an amazxing night :] I need to get clean now .  Laterrr .,last night was an amazxing night i need to get clean now laterrr,real-literal-TN,literal
"can't really describe my levels of pure joy :p, lmao at so many things, and I miss you already ",can t really describe my levels of pure joy p lmao at so many things and i miss you already,real-sarcastic-TP,sarcastic
AHHHHHHH screw dreams about me exploding and flying through the air. Up early AGAIN ,ahhhhhhh screw dreams about me exploding and flying through the air up early again,real-sarcastic-TP,sarcastic
enjoying the grounded life... sleeping until forever. One more recital  ,enjoying the grounded life sleeping until forever one more recital,real-sarcastic-TP,sarcastic
Thi xong mÃ´n Lá»ch Sá»­ Ä?áº£ng....má»?i háº¿t cáº£ tay ,thi xong ma n la ch sa a a o ng ma i ha o t ca o tay,real-literal-FP,literal
I have had bad days ... now I need a good day ,i have had bad days now i need a good day,real-literal-TN,literal
"Off to the grocery store, because who doesn’t love spending their day aisle-walking, then off to Aalsmeer for more excitement.",off to the grocery store because who doesn t love spending their day aisle walking then off to aalsmeer for more excitement,synthetic-sarcastic,sarcastic
I'm not feeling well at all but I'm not sick. Maybe I should take some advil. ,i m not feeling well at all but i m not sick maybe i should take some advil,real-literal-TN,literal
going to miss all my friends for the summer  good thing i can keep in touch with some,going to miss all my friends for the summer good thing i can keep in touch with some,real-sarcastic-FN,sarcastic
"@ManiacD Yeah. I'm cool with that, just wish they wouldn't blow it off as irrelevant after making us sit through it ",yeah i m cool with that just wish they wouldn t blow it off as irrelevant after making us sit through it,real-sarcastic-TP,sarcastic
Check out the latest posts and updates now live at je.info: http://www.junkextreme.info,check out the latest posts and updates now live at je info,synthetic-literal,literal
"@Athiinaa Lol! Awwww  Are you enjoying the FOOD O_O and all-in all, my day was great!",lol a are you enjoying the food o_o and all in all my day was great,real-literal-FP,literal
 im sad im suppose to b off today but i gotta go to wrk!!!,im sad im suppose to b off today but i gotta go to wrk,real-literal-TN,literal
doesnt feel too well....I think im coming down with something ,doesnt feel too well i think im coming down with something,real-literal-TN,literal
"Spent my entire day glued to Nascar, then witnessed my oldest niece ""grace"" the stage with her dancing. Yep, truly a world-class performance... if you're into that sort of thing. Proud aunt, obviously.",spent my entire day glued to nascar then witnessed my oldest niece grace the stage with her dancing yep truly a world class performance if you re into that sort of thing proud aunt obviously,synthetic-sarcastic,sarcastic
So we survived apocalypse brunch. It was even pleasant! Bill's parents like our venue ,so we survived apocalypse brunch it was even pleasant bill s parents like our venue,real-sarcastic-TP,sarcastic
Just got out of work and made some crazy cash.....hopefully tonite I can make more ,just got out of work and made some crazy cash hopefully tonite i can make more,real-literal-TN,literal
I just banged the shit out my head! And it hurt  ..,i just banged the shit out my head and it hurt,real-literal-TN,literal
"New GM Ad, &quot;ReInvention.&quot; Not impressed; expensive ad company + ad buy = U spent our $ on this  http://bit.ly/MePlK",new gm ad quot reinvention quot not impressed expensive ad company ad buy u spent our on this,real-sarcastic-TP,sarcastic
@arminejasmine don't have nuthin yet.  hopefully soon!    im sorry ur gonna be by ur self thats no fun you will have to come visit us!,don t have nuthin yet hopefully soon im sorry ur gonna be by ur self thats no fun you will have to come visit us,real-literal-TN,literal
It's a holiday but I don't feel that I am having holidays cos I still have way too many stuff to do and I am like a busy bee! ,it s a holiday but i don t feel that i am having holidays cos i still have way too many stuff to do and i am like a busy bee,real-literal-TN,literal
Just finished a slice of Hawaiian Deep Dish Pizza from Domino's.,just finished a slice of hawaiian deep dish pizza from domino s,synthetic-literal,literal
"@bedouinproject well, it was bound to happen, your immense vanity cannot be sustained for much longer without making an effort at it ",well it was bound to happen your immense vanity cannot be sustained for much longer without making an effort at it,real-sarcastic-TP,sarcastic
Still waiting for my photo to show up on Twitter.,still waiting for my photo to show up on twitter,synthetic-literal,literal
loves Sundays &amp; is thankful for this new chapter in life. ,loves sundays amp is thankful for this new chapter in life,real-literal-FP,literal
"@paigeholliday lawl, its fun xD. its just basically the status part of myspace and facebook ahaha. ",lawl its fun xd its just basically the status part of myspace and facebook ahaha,real-sarcastic-TP,sarcastic
Actual wiki entry &quot;The Million Dollar Homepage&quot; made me just shake my head due to the fact that ... sometimes...somtimes things just work ,actual wiki entry quot the million dollar homepage quot made me just shake my head due to the fact that sometimes somtimes things just work,real-sarcastic-TP,sarcastic
Up early and on my way to the office  Counting down the hours until I can crash back in bed,up early and on my way to the office counting down the hours until i can crash back in bed,synthetic-literal,literal
@tommcfly hahaha that would have been funny to watch!? bizzare? what happened lmao... SAY HELLLOOO TO ME PLEEAAASSEE!  loveyouuu xxxxx,hahaha that would have been funny to watch bizzare what happened lmao say helllooo to me pleeaaassee loveyouuu xxxxx,real-sarcastic-TP,sarcastic
"@Torio_Lacy Wow, deleting your Pokemon save file? Such a genius move, truly a pro gamer moment! 🙃🎮",wow deleting your pokemon save file such a genius move truly a pro gamer moment,synthetic-sarcastic,sarcastic
